features,labels,item_list
"[8.0, 11.0, 1.0, 1.0, 1.5, 2.0, 1.0, 1.5, 2.5, 1.0, 2.0, 2.5, 0.0, 0.0]","[5.529466420591279, 0.39197517329566334, 5.847924994926622, 7.325920593924732, 0.04986347010592851, 4.848648097136227, 2.2131218197463802, 8.935896821043638, 4.601087430823752, 2.2231133158214886, 0.0, 0.0]","['Armchair', 'CoffeeTable', 'WorkDesk', 'Bookcase', 'Couch']"
"[11.0, 10.0, 2.5, 2.0, 0.5, 0.5, 1.0, 2.0, 2.0, 2.0, 1.5, 2.0, 1.0, 1.0]","[1.3387133705049468, 1.2394398560603141, 7.628948061635499, 4.1923911636729985, 4.831601274554707, 0.8780564171608605, 0.4733346065678925, 7.397437597654716, 9.407941648902863, 2.143774292233098, 9.00775305959462, 6.307284315351592]","['Couch', 'FloorLamp', 'MediaUnit', 'Closet', 'CoffeeTable', 'Armchair']"
"[11.0, 12.0, 2.5, 2.0, 1.0, 1.5, 2.0, 2.0, 1.0, 1.5, 1.0, 2.5, 0.0, 0.0]","[7.889654888056053, 1.5267534048515952, 2.88719678602251, 0.2954143185259963, 8.657419686400452, 8.88172152110056, 4.3458318282357125, 8.070023142698382, 6.41577423445823, 7.820177589095523, 0.0, 0.0]","['Couch', 'Chest', 'Closet', 'WorkDesk', 'Bookcase']"
"[11.0, 10.0, 1.0, 1.5, 1.0, 1.0, 1.5, 1.0, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[2.0232084248780646, 1.9265093465853187, 3.86250296169254, 0.4136859241011829, 7.445500838592724, 2.622518819413522, 9.146996775414845, 1.8176668287589042, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Armchair', 'Chest', 'CoffeeTable']"
"[8.0, 9.0, 2.0, 1.5, 1.5, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.4870175138095334, 6.11218769345128, 3.0053726058038954, 2.6121052463851164, 0.2820808510654842, 4.883683049327884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Chest', 'MediaUnit']"
"[8.0, 9.0, 1.5, 1.0, 2.0, 2.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.392757317015213, 4.2640995556037655, 2.5495986230066485, 2.0597983342276516, 7.1806313721311374, 5.436376870865857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Closet', 'FloorLamp']"
"[8.0, 10.0, 2.5, 2.0, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.943417571939995, 5.753240522545543, 6.742347230397146, 5.216416380546004, 1.1047449159906542, 1.7004857561481503, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Couch', 'FloorLamp', 'Armchair']"
"[8.0, 11.0, 1.0, 1.5, 2.0, 2.5, 0.5, 0.5, 1.0, 2.0, 2.0, 2.0, 2.5, 1.0]","[6.025517798174599, 1.070448208380503, 0.4123606081152478, 0.488805950861778, 1.6395952798721631, 8.222005517314923, 0.0930691544614467, 4.375472646054827, 5.99461076925514, 8.276877456682218, 2.9488434964657357, 1.1538069946843021]","['WorkDesk', 'Couch', 'FloorLamp', 'MediaUnit', 'Closet', 'Bookcase']"
"[11.0, 10.0, 2.5, 1.0, 1.0, 1.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.902403078192958, 0.1682559570247526, 3.7179255630871966, 6.386703286598386, 6.953171893764792, 2.8673969392694767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Armchair', 'Chest']"
"[12.0, 11.0, 2.5, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.477876921165697, 5.1691311023742745, 8.90360253305962, 8.118751205249497, 2.1860077563047966, 8.04067824619931, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'MediaUnit', 'Armchair']"
"[11.0, 11.0, 2.0, 2.0, 0.5, 0.5, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.318589921510867, 5.610870270007419, 0.2987323465105478, 5.227495930982025, 2.280718150979093, 4.973240415717116, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Closet', 'FloorLamp', 'Chest']"
"[10.0, 10.0, 1.5, 2.0, 2.0, 2.0, 1.5, 1.0, 2.5, 2.0, 1.0, 1.0, 0.0, 0.0]","[6.90274874129283, 3.302263156535532, 0.8056774851446775, 0.39070257084605675, 7.461016269137588, 2.20318839947945, 0.5287038891880422, 5.336573656552778, 5.245895536833681, 2.852786820781531, 0.0, 0.0]","['CoffeeTable', 'Closet', 'Chest', 'Couch', 'Armchair']"
"[9.0, 10.0, 2.0, 2.0, 1.0, 1.5, 2.5, 2.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.250092922437922, 4.895698525797495, 5.213889863230178, 1.047510671593375, 0.5055870775091876, 2.119983311772846, 3.9050234470429053, 6.886535176665885, 0.0, 0.0, 0.0, 0.0]","['Closet', 'WorkDesk', 'Couch', 'Chest']"
"[9.0, 8.0, 2.0, 2.0, 2.0, 1.0, 0.5, 0.5, 1.0, 1.5, 2.0, 1.5, 0.0, 0.0]","[1.031344384621747, 4.682268723132969, 5.895812094843169, 5.179003283053303, 0.8738389520487985, 7.4036840431094575, 4.913348828409088, 1.4840987113980542, 0.4948215094168489, 1.3017786920247816, 0.0, 0.0]","['Closet', 'MediaUnit', 'FloorLamp', 'Chest', 'CoffeeTable']"
"[12.0, 8.0, 2.0, 2.0, 1.5, 1.0, 1.5, 1.0, 0.5, 0.5, 2.5, 2.0, 2.0, 1.0]","[6.179683829016016, 2.065048947425269, 3.5865475923144046, 4.908117786771517, 4.677654848382389, 1.4467854988732274, 3.679268199209117, 7.3820264241569395, 8.902296639818978, 5.72703469834276, 6.13803394889794, 4.313840568916338]","['Closet', 'Chest', 'WorkDesk', 'FloorLamp', 'Couch', 'MediaUnit']"
"[11.0, 9.0, 1.0, 1.0, 1.0, 2.5, 2.0, 2.0, 2.0, 1.0, 1.5, 1.0, 0.0, 0.0]","[9.808805414448502, 4.42495546929548, 4.666296928770005, 3.5882512421286163, 7.73607479673941, 4.051041452728692, 0.4339509669683026, 5.003121693123699, 8.765803803824467, 7.1669536218008405, 0.0, 0.0]","['Armchair', 'Bookcase', 'Closet', 'MediaUnit', 'WorkDesk']"
"[9.0, 10.0, 1.0, 1.0, 2.0, 1.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.661558561853263, 1.6309884870187261, 6.526657644761516, 8.178862526990168, 5.4693759647708315, 9.059511935029409, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'CoffeeTable', 'FloorLamp']"
"[8.0, 9.0, 2.0, 1.5, 1.5, 1.0, 2.5, 1.0, 2.5, 2.0, 1.0, 1.0, 2.0, 1.0]","[1.712294691249558, 2.024540298422096, 1.4686454590974887, 7.9709138198816, 0.8558726631810019, 5.517867757945707, 5.2527101117009165, 0.2625128665232037, 5.087908051758481, 3.7842597270959244, 1.3659680650864172, 3.5322245999231994]","['CoffeeTable', 'WorkDesk', 'Bookcase', 'Couch', 'Armchair', 'MediaUnit']"
"[11.0, 8.0, 0.5, 0.5, 2.5, 2.0, 2.0, 1.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[5.1562555425864955, 1.7238215815852542, 7.972830838743886, 1.488096699609595, 8.058287798877643, 5.863383582251537, 5.288551721111754, 0.011570335435636625, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'Couch', 'MediaUnit', 'CoffeeTable']"
"[10.0, 8.0, 2.0, 2.5, 1.0, 2.0, 2.0, 2.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[4.600956302327289, 1.067102425460146, 7.253496563251127, 1.2061982810425174, 4.502094215074255, 4.814355824489587, 0.4592283736451741, 4.9517347923497566, 0.0, 0.0, 0.0, 0.0]","['Couch', 'MediaUnit', 'Closet', 'Bookcase']"
"[11.0, 11.0, 1.5, 1.0, 0.5, 0.5, 2.0, 2.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.8687892089635438, 0.0278569417993213, 5.892731770242554, 1.817503506619364, 2.8516107254364895, 6.654140193794126, 1.0547481990649832, 7.605490717658557, 0.0, 0.0, 0.0, 0.0]","['Chest', 'FloorLamp', 'Couch', 'Armchair']"
"[12.0, 11.0, 1.5, 2.0, 1.0, 1.0, 2.0, 2.0, 1.5, 1.0, 1.5, 1.0, 0.0, 0.0]","[0.03944049705995162, 0.1610754043198147, 9.12917716280063, 5.073873246199712, 2.0688100847129554, 0.39975197268055385, 6.858000049086894, 6.929883796541945, 0.5830142642735285, 3.100341712395606, 0.0, 0.0]","['CoffeeTable', 'Armchair', 'Closet', 'WorkDesk', 'Chest']"
"[12.0, 9.0, 1.0, 2.5, 1.0, 1.0, 1.5, 1.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[1.0484204594812994, 0.45161476929320904, 5.014504007196102, 2.344220140831653, 6.9107143749175055, 7.941279600397642, 6.380641859174472, 2.2652865789828796, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Armchair', 'Chest', 'CoffeeTable']"
"[8.0, 11.0, 2.0, 1.0, 2.5, 2.0, 2.0, 2.0, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[0.691969946608523, 8.443812614668, 2.123627117883508, 4.3889141973177725, 3.7045205739872857, 8.392873390794207, 5.662060369917668, 4.196035208717819, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Couch', 'Closet', 'CoffeeTable']"
"[10.0, 11.0, 1.0, 2.5, 1.0, 1.5, 1.5, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0]","[7.660801566790241, 2.4286673410359243, 4.4676479127828275, 2.3305233418082234, 4.961816814916687, 0.150389844251404, 5.782144399838465, 8.440640331627398, 4.551059224016629, 1.6849384442881246, 0.0, 0.0]","['Bookcase', 'Chest', 'WorkDesk', 'Armchair', 'FloorLamp']"
"[12.0, 8.0, 2.0, 1.5, 1.0, 1.0, 1.5, 1.0, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[4.585904285174513, 0.08430822788155579, 6.882506430061887, 3.2522224074552235, 8.626032097490178, 1.3510176123520063, 1.68270005249864, 2.573336329736796, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Armchair', 'Chest', 'Couch']"
"[12.0, 10.0, 0.5, 0.5, 2.0, 1.5, 2.0, 2.5, 2.0, 2.0, 1.0, 2.5, 0.0, 0.0]","[2.1464537640939274, 1.4289152341365832, 3.1915342067516796, 7.765728974375795, 3.4493937164914037, 1.1955460563060614, 6.826732538964924, 0.6279512898230806, 9.653827037396868, 6.96394959318681, 0.0, 0.0]","['FloorLamp', 'CoffeeTable', 'Couch', 'Closet', 'Bookcase']"
"[11.0, 12.0, 1.5, 2.0, 1.5, 1.0, 2.5, 2.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[8.171469777072863, 6.1149095267527525, 2.2941552730186947, 1.3507069587098743, 8.255925954470774, 2.3282736469535226, 1.7089940899029954, 2.523833617181697, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Chest', 'Couch', 'FloorLamp']"
"[10.0, 10.0, 1.5, 2.0, 1.5, 1.0, 2.5, 2.0, 1.0, 1.0, 1.5, 1.0, 1.0, 2.5]","[2.002803448271057, 3.249542400493934, 3.4324819322928515, 1.1760986550348498, 3.61355873946639, 6.495125941178007, 8.598086633608233, 6.132521126590061, 6.667547537855429, 8.279396599232673, 8.691756483519844, 1.34483151916412]","['CoffeeTable', 'WorkDesk', 'Couch', 'Armchair', 'Chest', 'Bookcase']"
"[11.0, 10.0, 0.5, 0.5, 1.0, 1.5, 1.0, 1.0, 2.5, 1.0, 1.5, 2.0, 2.0, 2.0]","[3.4942482657522866, 5.077118880586869, 8.81536075032303, 0.738843772899737, 3.5153644012408245, 6.4613127719077, 3.5590903333025583, 1.0156918890610318, 7.009838351554278, 3.088228132071576, 7.5143427268947764, 7.301294413858386]","['FloorLamp', 'WorkDesk', 'Armchair', 'Bookcase', 'CoffeeTable', 'Closet']"
"[10.0, 11.0, 2.0, 2.5, 1.0, 2.5, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.364110093483853, 8.379647724680478, 5.61036866286262, 5.478800493925202, 2.448547039797503, 7.996035188851637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Bookcase', 'CoffeeTable']"
"[8.0, 8.0, 0.5, 0.5, 1.0, 1.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.370511412097408, 3.5214914685342795, 5.28078494595754, 2.7899313137681454, 1.0672943581235463, 1.0071621240213715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'WorkDesk', 'Bookcase']"
"[8.0, 10.0, 1.0, 1.5, 2.5, 2.0, 1.0, 1.0, 1.5, 2.0, 0.5, 0.5, 0.0, 0.0]","[4.486457156768141, 0.14613245403656666, 1.7930349117732152, 4.852750771745737, 0.4141289966348307, 4.002448262155003, 6.003567749777002, 3.1997408092142923, 5.929222204769213, 9.279430459068866, 0.0, 0.0]","['Chest', 'Couch', 'Armchair', 'CoffeeTable', 'FloorLamp']"
"[12.0, 9.0, 1.5, 2.0, 1.5, 1.0, 0.5, 0.5, 2.0, 2.0, 2.0, 2.5, 0.0, 0.0]","[9.997809799057192, 0.8579160844123277, 5.382721183419785, 1.1063137762182693, 6.946041879841989, 8.437726846128985, 2.1063330386870573, 4.596286313537147, 7.1660232185128425, 0.10106445485773613, 0.0, 0.0]","['CoffeeTable', 'WorkDesk', 'FloorLamp', 'Closet', 'Couch']"
"[12.0, 10.0, 1.0, 1.5, 2.5, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4.21770773276038, 5.714609260676862, 8.706190429234534, 7.051549607746777, 4.852106418863115, 7.241886705537842, 1.9007204398951636, 5.79057366448438, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Bookcase', 'MediaUnit', 'Armchair']"
"[12.0, 11.0, 1.5, 1.0, 1.0, 2.5, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.733594144302968, 3.234996759926594, 9.50148671903855, 5.270911424052171, 1.4071631235737714, 2.036107187320582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Bookcase', 'CoffeeTable']"
"[11.0, 10.0, 2.5, 1.0, 2.0, 2.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.531656484577105, 5.358371017583154, 3.749024395442069, 4.360327861638885, 8.88342069894433, 3.5504936978549337, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Closet', 'WorkDesk']"
"[11.0, 10.0, 1.5, 1.0, 1.0, 1.5, 2.0, 2.0, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[8.214191175114905, 6.079134255125043, 8.124149827698258, 3.0631942507367707, 4.862106508847354, 2.8092036169180483, 0.12160133265622208, 3.738135346650223, 0.0, 0.0, 0.0, 0.0]","['Chest', 'WorkDesk', 'Closet', 'Couch']"
"[10.0, 10.0, 2.0, 1.0, 2.0, 2.5, 1.5, 2.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[7.167935853995868, 0.09739230275306177, 1.4868908227006274, 1.7752410728876566, 0.8233353028728736, 5.794332052125145, 6.840742818735975, 3.703128163059109, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Couch', 'CoffeeTable', 'Bookcase']"
"[9.0, 12.0, 1.5, 1.0, 1.0, 2.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4259748686957046, 4.193934839657793, 6.763767523750307, 0.7730819536334882, 7.427872521503753, 8.589091128210905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Bookcase', 'WorkDesk']"
"[9.0, 11.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.816940745957446, 1.952876973192941, 5.946871519844347, 0.9660120230045932, 1.9378086335184426, 5.185943604276548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Armchair', 'Bookcase']"
"[10.0, 9.0, 2.0, 1.0, 2.0, 2.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.14918014346524977, 2.1619734642914006, 4.085062971828876, 1.3009198879137938, 2.831111171092694, 4.17990153029238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Couch', 'Chest']"
"[10.0, 10.0, 2.5, 2.0, 0.5, 0.5, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.744098750824929, 6.909817581979478, 3.7953287823789816, 1.7731293216644213, 7.769457424381159, 1.7691600021172003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Couch', 'FloorLamp', 'WorkDesk']"
"[12.0, 8.0, 2.0, 1.5, 2.5, 2.0, 2.5, 1.0, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0]","[4.444665986426083, 5.688850968775244, 5.184029702060496, 0.9300610008336538, 8.961513279892522, 6.895215501334234, 7.119687002610518, 3.2065361446212264, 0.921754774560184, 4.574148286019312, 0.0, 0.0]","['CoffeeTable', 'Couch', 'Bookcase', 'Armchair', 'Closet']"
"[10.0, 9.0, 1.5, 1.0, 2.5, 2.0, 2.0, 2.0, 2.0, 1.5, 0.5, 0.5, 0.0, 0.0]","[0.23056582924206415, 7.233336080542901, 6.381054911406973, 0.5130551818372636, 2.316812297180663, 5.471003232610736, 2.1627436497168047, 2.1554452865681424, 3.5209145628047156, 4.228767713822225, 0.0, 0.0]","['Chest', 'Couch', 'Closet', 'CoffeeTable', 'FloorLamp']"
"[9.0, 10.0, 1.5, 1.0, 1.0, 1.0, 1.0, 2.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[3.9132005745315284, 7.619890697340151, 4.132926660981344, 2.7656068305927297, 7.338758226475565, 0.5195109209303865, 3.9653041879840876, 4.879298399606387, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Armchair', 'MediaUnit', 'FloorLamp']"
"[9.0, 8.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.3665415824089164, 2.193591648591539, 1.209397118686924, 5.951274828979436, 7.569004310911961, 4.433783672659296, 3.6391926021794467, 2.543304047426361, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Closet', 'Bookcase', 'WorkDesk']"
"[11.0, 12.0, 2.0, 1.0, 1.0, 2.5, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.145359050676701, 9.21850974295681, 4.499061244178987, 1.2515205992555376, 3.8188415541147673, 8.425764298552847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Bookcase', 'CoffeeTable']"
"[12.0, 12.0, 2.0, 1.0, 1.0, 2.5, 2.5, 2.0, 0.5, 0.5, 1.5, 2.0, 1.0, 1.5]","[8.30166714650659, 8.913678879033432, 0.6500772461339412, 4.115879003425387, 2.14368387505674, 9.667452985599827, 9.940374134026962, 1.5207869392563143, 1.8048364848883893, 4.849726773033427, 7.756109447611831, 10.171877898363892]","['MediaUnit', 'Bookcase', 'Couch', 'FloorLamp', 'CoffeeTable', 'Chest']"
"[9.0, 11.0, 1.0, 1.0, 2.0, 1.0, 1.5, 1.0, 2.5, 1.0, 0.5, 0.5, 2.0, 2.0]","[3.248403724066013, 8.370692349021544, 6.929564671757949, 8.604495266281907, 0.23739975583392914, 2.5957014725127903, 3.9849282114604674, 2.5194803485980333, 5.309767417678633, 4.617080957853748, 0.17202038246560492, 7.461126805939365]","['Armchair', 'MediaUnit', 'WorkDesk', 'Bookcase', 'FloorLamp', 'Closet']"
"[12.0, 8.0, 1.0, 2.0, 1.5, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.559268875901556, 0.4488144409820194, 2.6663780930572893, 0.8556165926326867, 8.444169727688069, 7.426570300301816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'WorkDesk', 'FloorLamp']"
"[10.0, 10.0, 1.0, 1.0, 2.0, 2.0, 1.5, 2.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[8.993509377272112, 3.0672397949678, 6.4857518670501655, 4.43130836740022, 2.9157222388260413, 0.2152928973051944, 5.686642661507243, 2.1346168441695736, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Closet', 'CoffeeTable', 'FloorLamp']"
"[9.0, 11.0, 1.5, 1.0, 2.0, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.1405180861223805, 0.8571795896442669, 3.852459653941046, 4.949249716082896, 6.040915299826752, 6.498679192762867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Closet', 'WorkDesk']"
"[11.0, 9.0, 1.0, 1.5, 0.5, 0.5, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.925350638180445, 6.851347870464288, 3.3573282731717713, 2.591122982393637, 4.6156379326457, 3.74678614996322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'FloorLamp', 'MediaUnit']"
"[11.0, 11.0, 2.0, 1.0, 2.0, 2.5, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.4662190791202026, 2.6850271100657674, 7.011136255393934, 8.118522739549368, 8.88914724975727, 5.37882181368188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Couch', 'Closet']"
"[11.0, 10.0, 1.0, 1.5, 2.0, 2.5, 0.5, 0.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[0.4931016308889391, 3.159540060616319, 2.8339616540185117, 3.489217593551339, 5.85071614086445, 8.120828221472701, 8.322462637672048, 0.1510483950741956, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Couch', 'FloorLamp', 'Bookcase']"
"[8.0, 11.0, 2.0, 1.5, 1.0, 1.0, 2.5, 1.0, 2.0, 2.5, 1.0, 1.5, 1.5, 1.0]","[5.922021082374968, 0.19624015948253237, 2.129600090439859, 5.540780862946231, 1.9153211305901492, 9.96074414987826, 4.034656210205682, 4.263594277807744, 6.426215685970581, 3.364665367353675, 1.330100561222737, 7.977397953213737]","['CoffeeTable', 'Armchair', 'Bookcase', 'Couch', 'Chest', 'WorkDesk']"
"[9.0, 8.0, 0.5, 0.5, 1.0, 2.5, 2.0, 2.0, 1.5, 2.0, 1.0, 1.0, 2.5, 2.0]","[5.533534842091869, 0.5175123530408365, 3.7049782699306384, 1.377428768310975, 0.767911214138867, 0.2686726023628814, 4.877265452573145, 2.8008761289224244, 4.177068512177218, 4.831693725424326, 0.9851344819695711, 4.2453900501083695]","['FloorLamp', 'Bookcase', 'Closet', 'CoffeeTable', 'Armchair', 'Couch']"
"[12.0, 9.0, 1.0, 1.5, 1.0, 2.0, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.27055634996302, 4.426935822120074, 2.046865476238831, 1.0934626861629066, 2.2257620932129534, 3.8799648561594164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'MediaUnit', 'Couch']"
"[9.0, 8.0, 2.5, 2.0, 0.5, 0.5, 1.0, 2.0, 2.0, 1.5, 1.0, 1.0, 0.0, 0.0]","[6.274424313896092, 1.5382625379571566, 4.098490626367022, 6.648389972212886, 3.302842781448075, 0.5722059640141168, 5.544686108945044, 3.5576465399699018, 0.5986679668306669, 6.362841033056714, 0.0, 0.0]","['Couch', 'FloorLamp', 'MediaUnit', 'CoffeeTable', 'Armchair']"
"[8.0, 11.0, 2.0, 1.0, 1.0, 1.5, 1.0, 1.0, 0.5, 0.5, 1.0, 2.5, 1.5, 1.0]","[1.7768165257990147, 5.005358204196513, 5.355629832010412, 3.2923964524279414, 6.589947955637616, 6.337234525858118, 6.0419529728687875, 0.8747980126557028, 0.01447088894052917, 2.495535876571866, 3.812936748416709, 2.005279829018244]","['MediaUnit', 'Chest', 'Armchair', 'FloorLamp', 'Bookcase', 'WorkDesk']"
"[8.0, 11.0, 1.5, 2.0, 1.0, 1.0, 2.0, 2.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.5927503403981262, 2.01718813821923, 0.2455722154740244, 0.8322302821924155, 1.2819361736555424, 0.0885277035952371, 2.5029271914245994, 7.003696225136458, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Armchair', 'Closet', 'WorkDesk']"
"[12.0, 11.0, 1.0, 2.5, 2.0, 2.0, 2.0, 2.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[8.849921969800553, 2.0246556389818577, 6.666829874145214, 2.598843519691738, 1.7347053394657974, 2.994970343110343, 0.09555536929015518, 6.206646342412193, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Closet', 'Couch', 'Armchair']"
"[8.0, 12.0, 1.0, 2.0, 1.5, 1.0, 1.0, 2.5, 2.0, 2.5, 1.5, 2.0, 0.5, 0.5]","[6.0740878582438675, 1.192129827100764, 4.1037781754634, 9.319924281368092, 1.9734264524365308, 7.6668978381454425, 1.3455685277966463, 2.2501630778944715, 1.659107623491478, 5.6267207991953105, 3.7470029491746413, 5.082364628528387]","['MediaUnit', 'Chest', 'Bookcase', 'Couch', 'CoffeeTable', 'FloorLamp']"
"[12.0, 11.0, 1.0, 1.5, 1.5, 1.0, 2.0, 2.0, 2.0, 2.5, 2.0, 1.0, 0.0, 0.0]","[10.611226234361647, 6.161340650223464, 6.087559747464557, 4.889486222691963, 0.7724459781717297, 5.717242013015909, 7.392151296014108, 7.187934296330993, 2.330066993645713, 0.5220144659901471, 0.0, 0.0]","['WorkDesk', 'Chest', 'Closet', 'Couch', 'MediaUnit']"
"[9.0, 10.0, 2.0, 1.5, 2.5, 2.0, 1.0, 1.5, 2.0, 2.0, 1.0, 2.5, 2.0, 1.0]","[4.411979807535389, 5.0921742167152315, 4.3665627236729225, 1.7806607325310164, 1.1503061754673825, 5.176093734650412, 4.749121222877272, 7.319305857222798, 7.819143364634467, 5.328868949251068, 2.1703219336474593, 6.132452011970888]","['CoffeeTable', 'Couch', 'WorkDesk', 'Closet', 'Bookcase', 'MediaUnit']"
"[9.0, 11.0, 1.0, 1.5, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.7335125016469917, 0.10500392303948675, 6.691033005933139, 8.448701199405566, 0.9687837524635192, 2.676967969195574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'MediaUnit', 'Armchair']"
"[12.0, 11.0, 2.0, 1.5, 2.0, 2.5, 1.5, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[4.964792286310471, 5.15501225442055, 0.22291928720498455, 2.7503277365727508, 3.5768768143413405, 7.6018338419657026, 3.501661492463856, 1.83508585896947, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Couch', 'WorkDesk', 'Closet']"
